dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1738861200,2025-02-06 17:00:00,5,1094.82,5.42,42.16,1.23,25.03,99.64,105.79,8.49
1738864800,2025-02-06 18:00:00,5,1014.71,4.36,43.53,1.59,22.65,99.62,104.02,7.28
1738868400,2025-02-06 19:00:00,5,934.6,3.13,42.16,2.73,20.74,97.15,100.33,6.21
1738872000,2025-02-06 20:00:00,5,867.84,1.41,36.33,7.24,19.07,86.26,88.79,5.57
1738875600,2025-02-06 21:00:00,4,827.79,0.34,29.47,17.52,17.64,70.38,72.55,5.07
1738879200,2025-02-06 22:00:00,4,814.44,0.08,25.36,28.25,17.17,59.84,61.77,4.5
1738882800,2025-02-06 23:00:00,4,847.82,0.06,26.39,31.47,18.36,55.77,57.81,4.37
1738886400,2025-02-07 00:00:00,4,988.01,0.2,32.56,25.03,20.98,58.65,61.68,5.07
1738890000,2025-02-07 01:00:00,4,1188.28,1.22,40.44,13.59,23.84,64.02,68.04,5.76
1738893600,2025-02-07 02:00:00,4,1255.04,3.49,41.81,7.24,25.99,68.56,73.1,6.46
1738897200,2025-02-07 03:00:00,4,1214.98,5.31,39.07,6.35,26.94,70.35,75.19,7.35
1738900800,2025-02-07 04:00:00,4,1174.93,7.82,35.99,9.57,29.09,70.38,75.97,9.12
1738904400,2025-02-07 05:00:00,4,1201.63,8.05,38.39,7.42,32.42,72.87,79.33,11.27
1738908000,2025-02-07 06:00:00,4,1255.04,8.72,39.76,5.54,33.38,71.23,77.69,12.79
1738911600,2025-02-07 07:00:00,4,1335.14,11.73,41.47,4.69,35.76,71.2,77.84,13.93
1738915200,2025-02-07 08:00:00,4,1401.9,13.86,43.87,2.91,39.1,72.78,79.71,14.82
1738918800,2025-02-07 09:00:00,5,1468.66,15.42,45.93,1.63,40.53,75.2,82.42,15.71
1738922400,2025-02-07 10:00:00,5,1588.82,17.43,48.67,0.56,39.58,79.25,86.53,16.47
1738926000,2025-02-07 11:00:00,5,1682.28,19,50.04,0.12,39.1,84.21,91.66,17.23
1738929600,2025-02-07 12:00:00,5,1668.93,17.43,50.04,0.1,39.1,88.68,96.83,18.24
1738933200,2025-02-07 13:00:00,5,1548.77,12.18,47.98,0.38,35.76,88.68,97.07,18.24
1738936800,2025-02-07 14:00:00,5,1388.55,6.87,45.93,1.35,31.95,85.59,93.86,17.48
1738940400,2025-02-07 15:00:00,5,1295.09,3.91,43.87,3.17,30.04,83.36,91.52,16.97
1738944000,2025-02-07 16:00:00,5,1228.33,2.74,43.18,4.69,28.61,81.43,89.12,16.47
1738947600,2025-02-07 17:00:00,5,1108.17,1.75,41.13,6.79,25.99,78.33,84.68,14.69
1738951200,2025-02-07 18:00:00,5,961.3,0.42,34.96,15.02,20.98,75.16,80.28,13.05
1738954800,2025-02-07 19:00:00,4,867.84,0.09,29.82,24.68,18.12,71.16,75.58,12.16
1738958400,2025-02-07 20:00:00,4,814.44,0.04,27.08,31.47,17.4,67.3,71.08,11.27
1738962000,2025-02-07 21:00:00,4,787.73,0.02,25.7,35.41,17.4,65.05,68.58,10.64
1738965600,2025-02-07 22:00:00,4,774.38,0.02,25.36,37.19,17.17,63.88,67,9.37
1738969200,2025-02-07 23:00:00,4,794.41,0.03,27.08,35.76,18.12,66.52,69.57,8.61
1738972800,2025-02-08 00:00:00,4,934.6,0.11,32.9,28.97,20.98,73.86,77.68,8.61
1738976400,2025-02-08 01:00:00,5,1121.52,0.54,40.44,20.21,24.8,81.62,86.7,9.75
1738980000,2025-02-08 02:00:00,5,1148.22,1.22,41.81,17.88,27.18,86.74,92.59,11.27
1738983600,2025-02-08 03:00:00,5,1068.12,1.63,38.39,21.99,27.89,87.55,93.7,11.78
1738987200,2025-02-08 04:00:00,5,961.3,1.98,34.62,27.89,27.66,86.38,92.63,11.27
1738990800,2025-02-08 05:00:00,5,894.55,2.26,32.56,31.11,28.13,85.8,92.89,10.64
1738994400,2025-02-08 06:00:00,5,854.49,2.26,31.19,32.9,27.89,86.01,94.92,10.01
1738998000,2025-02-08 07:00:00,5,854.49,3.91,30.5,36.48,29.8,89.49,101.14,9.5
1739001600,2025-02-08 08:00:00,5,881.2,3.21,33.24,36.48,32.9,92.24,106.27,9.37
1739005200,2025-02-08 09:00:00,5,907.9,2.26,36.33,34.69,34.33,92.2,108.16,9.63
1739008800,2025-02-08 10:00:00,5,1054.76,1.98,45.24,25.75,37.67,92.89,110.48,11.65
1739012400,2025-02-08 11:00:00,5,1361.85,2.82,61.01,8.23,43.87,98.63,118.31,16.47
1739016000,2025-02-08 12:00:00,5,1602.17,7.71,65.8,1.39,48.64,107.5,129.74,21.79
1739019600,2025-02-08 13:00:00,5,1642.23,9.72,63.75,0.63,50.07,112.58,136.92,24.57
1739023200,2025-02-08 14:00:00,5,1522.06,7.38,61.69,1.01,48.64,110.82,136.66,25.84
1739026800,2025-02-08 15:00:00,5,1415.25,5.64,61.01,1.54,47.68,108.26,135.27,26.85
1739030400,2025-02-08 16:00:00,5,1428.6,6.71,61.69,1.05,47.21,108.64,136.24,28.63
1739034000,2025-02-08 17:00:00,5,1455.31,9.05,61.01,0.45,43.87,108.11,135.47,30.91
1739037600,2025-02-08 18:00:00,5,1335.14,7.49,58.95,0.73,40.05,103.8,130.23,31.66
1739041200,2025-02-08 19:00:00,5,1201.63,4.69,56.89,1.59,37.19,99.21,124.82,31.92
1739044800,2025-02-08 20:00:00,5,1041.41,1.96,52.78,5.14,35.76,92.4,116.97,30.4
1739048400,2025-02-08 21:00:00,5,881.2,0.39,45.93,15.2,36.24,83.53,106.59,27.11
1739052000,2025-02-08 22:00:00,5,734.33,0.05,38.39,29.33,36.24,75.16,96.01,21.28
1739055600,2025-02-08 23:00:00,4,727.65,0.04,38.04,31.83,37.19,74.95,94.51,19.51
1739059200,2025-02-09 00:00:00,5,907.9,0.24,46.61,22.89,41.96,82.09,101.88,20.77
1739062800,2025-02-09 01:00:00,5,1174.93,1.69,56.21,11.98,46.25,89.4,109.55,22.29
1739066400,2025-02-09 02:00:00,5,1348.5,5.03,59.63,7.96,50.07,93.06,113.38,23.05
1739070000,2025-02-09 03:00:00,5,1361.85,7.93,58.26,9.3,53.41,94.38,114.59,23.56
1739073600,2025-02-09 04:00:00,5,1335.14,10.73,56.89,12.16,58.17,93.1,112.84,22.8
1739077200,2025-02-09 05:00:00,5,1228.33,11.73,55.52,16.99,61.99,90.06,108.81,20.77
1739080800,2025-02-09 06:00:00,5,1108.17,9.83,53.47,23.96,61.04,86.85,104.33,17.99
1739084400,2025-02-09 07:00:00,5,1642.23,22.35,57.58,28.61,61.99,107.27,126.9,24.32
1739088000,2025-02-09 08:00:00,5,2830.51,43.36,80.88,22.53,72.48,153.61,178.59,38
1739091600,2025-02-09 09:00:00,5,3952.03,59.9,105.56,16.99,89.65,196.97,225.96,50.16
1739095200,2025-02-09 10:00:00,5,5020.14,80.47,119.27,6.17,105.86,229.27,261.01,61.3
1739098800,2025-02-09 11:00:00,5,6195.07,114.44,119.27,0.36,106.81,262.92,298.5,68.9
1739102400,2025-02-09 12:00:00,5,7049.56,139.47,117.9,0,97.27,305.17,345.75,73.97
1739106000,2025-02-09 13:00:00,5,6782.53,130.53,116.53,0,79.15,324.82,369.07,69.92
1739109600,2025-02-09 14:00:00,5,5821.23,101.92,113.79,0,62.94,312.96,358.08,67.89
1739113200,2025-02-09 15:00:00,5,5020.14,77.78,109.67,0,51.5,300,345.47,65.86
1739116800,2025-02-09 16:00:00,5,4272.46,59.01,102.82,0,40.53,279.04,323.52,53.2
1739120400,2025-02-09 17:00:00,5,3952.03,52.3,93.22,0,29.56,269.03,313.74,35.46
1739124000,2025-02-09 18:00:00,5,3845.21,52.3,87.05,0,26.7,273.1,319.47,27.61
1739127600,2025-02-09 19:00:00,5,3898.62,56.77,82.94,0,26.94,290.14,339.18,25.59
1739131200,2025-02-09 20:00:00,5,4005.43,61.69,79.51,0,26.94,309.45,360.71,24.57
1739134800,2025-02-09 21:00:00,5,4112.24,67.06,76.09,0,26.94,327.74,380.78,24.32
1739138400,2025-02-09 22:00:00,5,4272.46,75.1,72.66,0,28.13,346.81,400.72,23.56
1739142000,2025-02-09 23:00:00,5,4699.71,92.98,70.6,0,31.47,377.6,433.28,22.55
1739145600,2025-02-10 00:00:00,5,5981.45,130.53,71.29,0.01,41.48,443.98,506.63,25.59
1739149200,2025-02-10 01:00:00,5,7797.24,182.39,73.34,0.39,52.93,502.59,573.65,26.6
1739152800,2025-02-10 02:00:00,5,9078.98,212.79,79.51,1.36,61.99,527.9,603.79,32.42
1739156400,2025-02-10 03:00:00,5,9185.79,207.42,93.22,2.1,71.53,520.4,597.51,46.61
1739160000,2025-02-10 04:00:00,5,3364.56,84.94,104.19,7.24,150.68,267.71,306.21,22.04
1739163600,2025-02-10 05:00:00,5,2510.07,60.8,112.41,14.13,156.4,229.02,259.61,18.24
1739167200,2025-02-10 06:00:00,5,2323.15,48.28,120.64,20.74,150.68,219.34,247.17,17.73
1739170800,2025-02-10 07:00:00,5,2323.15,37.1,131.61,19.85,135.42,215.65,242.42,18.75
1739174400,2025-02-10 08:00:00,5,2376.56,30.85,134.35,12.52,116.35,205.36,231.04,22.04
1739178000,2025-02-10 09:00:00,5,2136.23,19.89,111.04,9.03,84.88,167.67,190.25,22.55
1739181600,2025-02-10 10:00:00,5,1976.01,10.95,90.48,5.01,62.94,137.65,157.99,22.04
1739185200,2025-02-10 11:00:00,5,1842.5,6.2,83.63,3.26,54.84,127.59,147.68,22.55
1739188800,2025-02-10 12:00:00,5,1508.71,1.66,75.4,10.28,48.64,115.28,135.42,20.27
1739192400,2025-02-10 13:00:00,5,1214.98,0.1,61.01,26.82,41.48,105.67,124.53,15.58
1739196000,2025-02-10 14:00:00,5,1241.68,0.08,61.01,27.89,39.1,116.77,136.81,12.92
1739199600,2025-02-10 15:00:00,5,1308.44,0.14,63.75,24.32,37.67,132.19,154.64,10.64
1739203200,2025-02-10 16:00:00,5,1482.01,0.54,69.23,15.91,33.86,149.65,175.27,9.5
1739206800,2025-02-10 17:00:00,5,1642.23,1.84,74.03,6.79,28.85,162.63,190.49,9.12
1739210400,2025-02-10 18:00:00,5,1735.69,4.25,74.71,2.12,26.94,174.74,204.11,9.88
1739214000,2025-02-10 19:00:00,5,1869.2,9.39,73.34,0.27,26.94,190.56,221.85,11.15
1739217600,2025-02-10 20:00:00,5,2029.42,16.32,70.6,0.02,25.99,208.54,240.4,12.03
1739221200,2025-02-10 21:00:00,5,2243.04,22.13,69.23,0,25.51,229.01,257.84,12.92
1739224800,2025-02-10 22:00:00,5,2483.37,28.61,69.23,0,26.46,242.08,267.53,14.06
1739228400,2025-02-10 23:00:00,5,2777.1,37.55,69.92,0,29.8,253.75,277.28,13.81
1739232000,2025-02-11 00:00:00,5,3578.19,60.8,71.97,0,38.62,289.19,314.98,15.71
1739235600,2025-02-11 01:00:00,5,4806.52,96.56,75.4,0.07,49.59,341.31,373.62,17.48
1739239200,2025-02-11 02:00:00,5,5500.79,116.23,78.83,0.45,57.22,367.55,406.6,17.23
1739242800,2025-02-11 03:00:00,5,5073.55,105.5,84.31,1.79,66.76,353.48,395.08,19.25
1739246400,2025-02-11 04:00:00,5,2216.34,33.97,90.48,10.1,80.11,218.16,249.76,9.37
1739250000,2025-02-11 05:00:00,5,1415.25,8.49,81.57,21.28,62.94,154.92,181.55,8.11
1739253600,2025-02-11 06:00:00,5,1121.52,2.49,65.8,36.84,51.5,121.77,145.96,7.98
1739257200,2025-02-11 07:00:00,5,934.6,3.49,45.24,62.23,41.01,89.7,108.93,7.54
1739260800,2025-02-11 08:00:00,4,894.55,4.3,38.73,77.96,39.1,72.01,86.98,8.36
1739264400,2025-02-11 09:00:00,5,974.66,4.58,43.53,82.25,44.35,76.56,91.11,9.63
1739268000,2025-02-11 10:00:00,5,1134.87,3.07,58.26,67.95,51.02,83.7,99.25,12.41
1739271600,2025-02-11 11:00:00,5,1201.63,0.34,64.43,52.93,46.25,78.13,94.87,15.96
1739275200,2025-02-11 12:00:00,4,1121.52,0,57.58,48.64,38.62,71.66,92.13,15.71
1739278800,2025-02-11 13:00:00,5,1094.82,0,54.15,47.21,35.29,83.99,110.24,12.03
1739282400,2025-02-11 14:00:00,5,1121.52,0,54.15,45.06,34.33,98.84,128.19,9.25
1739286000,2025-02-11 15:00:00,5,1174.93,0.01,56.21,40.77,33.86,108.49,139.31,7.79
1739289600,2025-02-11 16:00:00,5,1295.09,0.05,61.69,31.47,32.42,117.27,149.08,7.6
1739293200,2025-02-11 17:00:00,5,1415.25,0.19,67.17,20.74,29.8,125.27,156.58,7.6
1739296800,2025-02-11 18:00:00,5,1482.01,0.45,69.92,13.95,28.85,132.97,161.42,8.04
1739300400,2025-02-11 19:00:00,5,1562.12,1.23,72.66,7.33,29.33,142.21,168.93,8.49
1739304000,2025-02-11 20:00:00,5,1682.28,3.74,74.03,2.06,29.09,152.67,178.67,9.25
1739307600,2025-02-11 21:00:00,5,1789.09,8.16,72.66,0.36,29.33,163.68,189.76,10.26
1739311200,2025-02-11 22:00:00,5,1895.9,14.53,70.6,0.06,30.99,174.92,201.71,11.27
1739314800,2025-02-11 23:00:00,5,2136.23,26.38,70.6,0,35.76,191.24,219.83,13.17
1739318400,2025-02-12 00:00:00,5,2964.02,53.2,76.09,0,49.11,230.19,264.83,20.27
1739322000,2025-02-12 01:00:00,5,4272.46,92.98,84.31,0,65.8,275.48,316.66,26.6
1739325600,2025-02-12 02:00:00,5,5180.36,125.17,90.48,0.01,76.29,303.68,348.05,24.83
1739329200,2025-02-12 03:00:00,5,5393.98,143.05,95.96,0.01,93.46,314.23,357.82,22.29
1739332800,2025-02-12 04:00:00,5,4272.46,132.32,105.56,0.08,129.7,281.23,317.18,17.23
1739336400,2025-02-12 05:00:00,5,3791.81,123.38,112.41,0.04,137.33,263.74,294.78,15.2
1739340000,2025-02-12 06:00:00,5,3578.19,123.38,119.27,0.02,137.33,251.07,278.38,15.58
1739343600,2025-02-12 07:00:00,5,4005.43,132.32,126.12,0.43,118.26,256.62,286.1,22.8
1739347200,2025-02-12 08:00:00,5,5447.39,173.45,131.61,0.22,114.44,296.85,333.58,36.98
1739350800,2025-02-12 09:00:00,5,7049.56,227.09,134.35,0.09,131.61,341.72,384.16,51.17
1739354400,2025-02-12 10:00:00,5,8117.68,250.34,132.98,0.04,144.96,348.44,391.63,60.8
1739358000,2025-02-12 11:00:00,5,8865.36,257.49,132.98,0,125.89,343.15,388.54,58.77
1739361600,2025-02-12 12:00:00,5,9399.41,257.49,135.72,0,103,360.54,412.92,53.2
1739365200,2025-02-12 13:00:00,5,8972.17,221.73,131.61,0,80.11,359.05,416.52,43.06
1739368800,2025-02-12 14:00:00,5,8010.86,178.81,123.38,0,63.9,340.61,398.01,32.17
1739372400,2025-02-12 15:00:00,5,6408.69,132.32,108.3,0,53.41,292.24,344.49,22.55
1739376000,2025-02-12 16:00:00,5,3204.35,53.2,80.88,0,44.35,156.6,190.25,14.31
1739379600,2025-02-12 17:00:00,5,2323.15,34.87,68.55,0,37.19,115.57,141.9,11.65
1739383200,2025-02-12 18:00:00,5,2082.82,33.08,63.75,0,35.29,106.07,129.83,12.54
1739386800,2025-02-12 19:00:00,5,2109.53,39.34,63.06,0,39.58,110.77,133.12,12.54
1739390400,2025-02-12 20:00:00,5,2056.12,42.47,67.17,0,45.78,114.47,133.34,10.13
1739394000,2025-02-12 21:00:00,5,1615.52,25.03,62.38,0.04,37.67,93.34,105.01,8.23
1739397600,2025-02-12 22:00:00,4,934.6,3.52,39.07,3.62,25.27,56.81,61.44,6.84
1739401200,2025-02-12 23:00:00,4,894.55,2.51,33.59,4.43,25.51,61.03,65.36,8.49
1739404800,2025-02-13 00:00:00,4,1108.17,7.6,36.67,1.12,30.52,71.69,77.67,11.65
1739408400,2025-02-13 01:00:00,5,1428.6,17.66,38.73,0.27,36.72,81.03,88.91,15.2
1739412000,2025-02-13 02:00:00,5,1642.23,25.26,41.47,0.45,41.96,87.83,97.2,17.48
1739415600,2025-02-13 03:00:00,5,1682.28,28.16,43.87,0.64,46.25,92.66,102.72,19
1739419200,2025-02-13 04:00:00,5,1682.28,30.4,46.61,0.78,51.98,95.27,105.56,20.01
1739422800,2025-02-13 05:00:00,5,1655.58,33.08,51.41,0.96,60.56,97.66,107.71,20.77
1739426400,2025-02-13 06:00:00,5,1668.93,34.42,56.89,1.36,68.66,100.57,110.51,21.03
1739430000,2025-02-13 07:00:00,5,1735.69,37.1,64.43,1.77,79.15,105.79,116.09,21.28
1739433600,2025-02-13 08:00:00,5,1789.09,41.13,70.6,0.71,89.65,111.8,122.92,21.79
1739437200,2025-02-13 09:00:00,5,1735.69,37.55,73.34,0.3,87.74,115.1,127.51,21.28
1739440800,2025-02-13 10:00:00,5,1695.63,28.61,76.77,1.22,76.29,122.91,137.1,21.28
1739444400,2025-02-13 11:00:00,5,1615.52,8.38,87.05,4.83,61.04,139.11,153.74,20.77
1739448000,2025-02-13 12:00:00,5,1415.25,0.01,67.86,50.78,46.25,163.52,177.98,19.25
1739451600,2025-02-13 13:00:00,5,1388.55,0,55.52,77.25,40.05,189.12,205.52,18.24
1739455200,2025-02-13 14:00:00,5,1495.36,0,59.63,67.23,39.58,205.09,223.96,17.23
1739458800,2025-02-13 15:00:00,5,1615.52,0,65.8,52.93,40.53,217.3,238.16,14.95
1739462400,2025-02-13 16:00:00,5,1762.39,0.01,72.66,38.27,39.1,230.02,252.9,12.41
1739466000,2025-02-13 17:00:00,5,1842.5,0.07,76.09,26.82,34.33,238.58,262.04,10.64
1739469600,2025-02-13 18:00:00,5,1869.2,0.16,76.77,20.21,31.47,246.1,269.82,10.01
1739473200,2025-02-13 19:00:00,5,1922.61,0.46,78.83,13.41,29.33,256.55,280.98,10.01
1739476800,2025-02-13 20:00:00,5,2002.72,1.72,81.57,5.9,28.37,269.82,295.19,11.15
1739480400,2025-02-13 21:00:00,5,2136.23,4.86,81.57,1.54,28.61,283.89,310.62,12.79
1739484000,2025-02-13 22:00:00,5,2323.15,9.83,82.94,0.29,30.99,298.32,326.34,14.19
1739487600,2025-02-13 23:00:00,5,2483.37,15.42,85,0.07,34.81,309.6,338.4,14.44
1739491200,2025-02-14 00:00:00,5,2964.02,28.61,89.11,0.01,44.35,328.07,359.31,15.96
1739494800,2025-02-14 01:00:00,5,3524.78,45.15,93.22,0.04,54.36,335.14,366.65,17.48
1739498400,2025-02-14 02:00:00,5,3845.21,56.77,97.33,0.19,60.56,325.9,355.39,19
1739502000,2025-02-14 03:00:00,5,3524.78,55.88,97.33,0.45,67.71,297.77,324.35,19.51
1739505600,2025-02-14 04:00:00,5,2670.29,42.92,89.11,0.73,73.43,241.22,264.04,16.47
1739509200,2025-02-14 05:00:00,5,2056.12,31.74,77.46,0.97,67.71,197.26,217.98,13.93
1739512800,2025-02-14 06:00:00,5,1615.52,20.12,65.8,1.5,54.84,159.79,177.94,12.16
1739516400,2025-02-14 07:00:00,5,1415.25,12.85,58.26,1.3,42.92,127.33,141.37,10.26
1739520000,2025-02-14 08:00:00,5,1401.9,12.96,54.84,1.13,39.58,104.35,115.65,10.89
1739523600,2025-02-14 09:00:00,5,1415.25,11.73,54.15,1.08,36.72,87.96,98.17,12.03
1739527200,2025-02-14 10:00:00,5,1428.6,10.06,55.52,1.83,35.29,80.05,90.72,12.92
1739530800,2025-02-14 11:00:00,5,1415.25,6.2,60.32,2.1,36.24,79.57,92.28,13.05
1739534400,2025-02-14 12:00:00,5,1348.5,1.76,60.32,8.05,34.81,82.89,98.94,11.53
1739538000,2025-02-14 13:00:00,5,1308.44,0.45,56.89,15.74,32.9,88.79,108.63,9.63
1739541600,2025-02-14 14:00:00,5,1375.2,0.66,58.26,13.05,32.9,95.86,118.54,8.87
1739545200,2025-02-14 15:00:00,5,1455.31,1.47,60.32,7.96,32.9,104.77,130.12,9.25
1739548800,2025-02-14 16:00:00,5,1495.36,2.35,61.69,4.96,32.42,111.11,138.9,9.25
1739552400,2025-02-14 17:00:00,5,1401.9,1.51,60.32,6.88,30.99,112.32,140.8,8.49
1739556000,2025-02-14 18:00:00,5,1268.39,0.21,54.15,18.06,27.18,115.35,144.7,7.92
1739559600,2025-02-14 19:00:00,5,1188.28,0.02,48.67,30.4,25.27,122.79,149.87,7.28
1739563200,2025-02-14 20:00:00,5,1188.28,0.01,47.3,36.12,24.8,132.11,155.88,7.09
1739566800,2025-02-14 21:00:00,5,1201.63,0,47.3,38.27,24.32,139.53,160.34,7.35
1739570400,2025-02-14 22:00:00,5,1228.33,0.01,48.67,37.55,25.03,144.27,162.03,7.66
1739574000,2025-02-14 23:00:00,5,1308.44,0.02,54.15,31.47,26.94,147.77,162.93,8.23
1739577600,2025-02-15 00:00:00,5,1602.17,0.61,67.86,15.02,31.47,160.19,174.46,9.63
1739581200,2025-02-15 01:00:00,5,1976.01,6.31,76.09,2.24,37.19,170.69,186.58,11.15
1739584800,2025-02-15 02:00:00,5,2082.82,12.52,72.66,1.43,40.05,170.66,188.2,11.53
1739588400,2025-02-15 03:00:00,5,1922.61,11.73,70.6,4.92,41.48,165.3,182.57,11.78
1739592000,2025-02-15 04:00:00,5,1535.42,4.08,65.12,18.95,39.1,154.06,167.65,9.25
1739595600,2025-02-15 05:00:00,5,1375.2,1.68,58.95,28.97,36.24,146.03,157.59,8.99
1739599200,2025-02-15 06:00:00,5,1295.09,0.58,54.15,37.19,33.38,135.25,145.29,9.25
1739602800,2025-02-15 07:00:00,5,1241.68,0.48,50.04,47.21,30.04,119.72,127.67,9.12
1739606400,2025-02-15 08:00:00,5,1228.33,0.7,49.35,53.64,28.85,107.24,114.15,9.88
1739610000,2025-02-15 09:00:00,5,1148.22,0.58,44.55,57.22,26.23,94.16,100.84,10.26
1739613600,2025-02-15 10:00:00,5,1094.82,0.24,42.16,52.21,24.56,77.82,85.16,10.64
1739617200,2025-02-15 11:00:00,4,1108.17,0.02,43.87,43.27,25.75,68.22,77.3,10.77
1739620800,2025-02-15 12:00:00,4,1121.52,0.01,43.87,36.84,25.99,67.23,77.71,10.01
1739624400,2025-02-15 13:00:00,4,1121.52,0.02,42.84,31.83,25.27,71.34,82.63,8.87
1739628000,2025-02-15 14:00:00,5,1161.58,0.06,43.53,26.11,24.8,78.42,90.47,8.11
1739631600,2025-02-15 15:00:00,5,1201.63,0.13,45.24,21.1,24.8,85.72,98.55,8.11
1739635200,2025-02-15 16:00:00,5,1214.98,0.22,45.93,17.52,23.84,87.42,100.68,7.98
1739638800,2025-02-15 17:00:00,5,1134.87,0.21,44.55,17.17,22.41,84.29,97.18,7.47
1739642400,2025-02-15 18:00:00,5,1054.76,0.17,43.87,17.34,22.17,82.12,95.12,7.54
1739646000,2025-02-15 19:00:00,5,1028.06,0.25,46.61,14.84,23.84,81.76,93.53,7.22
1739649600,2025-02-15 20:00:00,5,1028.06,0.52,50.04,10.55,25.27,80.71,89.79,7.16
1739653200,2025-02-15 21:00:00,5,1014.71,1.17,50.72,6.26,25.75,75.4,82.36,7.47
1739656800,2025-02-15 22:00:00,4,1001.36,3.05,47.3,2.39,26.46,68.46,74.17,7.85
1739660400,2025-02-15 23:00:00,4,1081.47,8.61,42.16,0.28,28.13,66.48,71.99,8.49
1739664000,2025-02-16 00:00:00,5,1375.2,19.89,39.41,0.01,32.9,75.13,82.19,10.01
1739667600,2025-02-16 01:00:00,5,1815.8,33.53,39.76,0,36.24,87.07,96.1,11.4
1739671200,2025-02-16 02:00:00,5,1949.31,38,39.41,0.01,37.19,90.86,100.95,11.4
1739674800,2025-02-16 03:00:00,5,1762.39,33.53,37.36,0.03,36.72,88.84,98.59,11.65
1739678400,2025-02-16 04:00:00,5,1482.01,26.38,34.96,0.18,36.24,81.97,90.24,11.27
1739682000,2025-02-16 05:00:00,5,1388.55,23.47,34.62,0.5,36.24,78.05,85.41,11.65
1739685600,2025-02-16 06:00:00,4,1335.14,19.45,35.64,1.16,34.33,72.39,78.86,12.03
1739689200,2025-02-16 07:00:00,4,1308.44,15.87,38.04,1.45,33.38,65.07,70.9,11.91
1739692800,2025-02-16 08:00:00,4,1295.09,13.75,40.44,0.86,33.86,59.16,64.88,12.03
1739696400,2025-02-16 09:00:00,4,1308.44,12.18,41.47,0.78,33.86,54.96,60.73,12.54
1739700000,2025-02-16 10:00:00,4,1361.85,12.18,42.5,0.69,32.9,51.1,56.81,12.54
1739703600,2025-02-16 11:00:00,4,1441.96,14.19,43.18,0.15,33.38,51.05,57.09,12.54
1739707200,2025-02-16 12:00:00,4,1468.66,14.75,42.5,0.08,32.9,52.93,59.66,12.16
1739710800,2025-02-16 13:00:00,4,1441.96,13.3,40.44,0.1,30.99,53.63,61.05,11.91
1739714400,2025-02-16 14:00:00,4,1388.55,11.85,37.7,0.12,28.85,53.17,60.88,11.65
1739718000,2025-02-16 15:00:00,4,1361.85,11.4,35.99,0.12,27.42,53.11,61.16,11.27
1739721600,2025-02-16 16:00:00,4,1361.85,12.18,35.64,0.09,26.46,53.51,61.68,10.89
1739725200,2025-02-16 17:00:00,4,1348.5,12.63,35.99,0.07,24.56,52.27,59.97,10.13
1739728800,2025-02-16 18:00:00,4,1321.79,13.75,36.33,0.05,25.99,52.85,60.14,10.01
1739732400,2025-02-16 19:00:00,4,1308.44,15.87,36.67,0.03,27.89,55.42,62.77,9.75
1739736000,2025-02-16 20:00:00,4,1348.5,19.89,37.36,0.01,30.28,59.69,67.74,10.26
1739739600,2025-02-16 21:00:00,4,1428.6,25.48,38.73,0,33.86,66.17,75.27,11.53
1739743200,2025-02-16 22:00:00,4,1522.06,31.74,40.44,0,37.67,72.8,83.06,12.67
1739746800,2025-02-16 23:00:00,5,1682.28,37.55,41.81,0,40.05,79.92,91.46,12.92
1739750400,2025-02-17 00:00:00,5,2136.23,50.51,43.87,0,45.3,97.73,112.52,14.44
1739754000,2025-02-17 01:00:00,5,3017.43,76.89,47.98,0.01,55.79,125.7,144.57,15.58
1739757600,2025-02-17 02:00:00,5,3685,101.03,52.09,0.02,68.66,146.78,169.15,16.72
1739761200,2025-02-17 03:00:00,5,3738.4,112.65,56.21,0.06,84.88,152.98,176.52,18.49
1739764800,2025-02-17 04:00:00,5,3017.43,106.39,59.63,0.13,106.81,138.6,158.68,17.73
1739768400,2025-02-17 05:00:00,5,2830.51,113.55,63.06,0.17,125.89,141.14,160.31,19.51
1739772000,2025-02-17 06:00:00,5,2590.18,101.92,63.75,0.32,118.26,134.71,152.76,20.27
1739775600,2025-02-17 07:00:00,5,2029.42,62.58,61.69,0.49,81.06,108.07,122.47,17.48
1739779200,2025-02-17 08:00:00,5,1949.31,49.17,63.06,0.32,67.71,99.45,113.9,19
1739782800,2025-02-17 09:00:00,5,2029.42,43.81,65.12,0.16,60.56,98.65,114.72,21.03
1739786400,2025-02-17 10:00:00,5,2056.12,38,64.43,0.11,54.84,97.53,113.86,21.28
1739790000,2025-02-17 11:00:00,5,1842.5,26.38,65.12,0.03,50.07,96.13,111.67,19
1739793600,2025-02-17 12:00:00,5,1548.77,10.95,67.17,0.74,45.3,100.01,115.47,16.09
1739797200,2025-02-17 13:00:00,5,1388.55,1.22,65.8,10.64,40.53,112.28,128.58,13.3
1739800800,2025-02-17 14:00:00,5,1401.9,0.16,63.06,21.64,39.1,127.29,145.03,11.78
1739804400,2025-02-17 15:00:00,5,1455.31,0.11,64.43,23.96,39.1,136.55,155.38,10.89
1739808000,2025-02-17 16:00:00,5,1495.36,0.19,67.17,20.74,37.19,141.42,159.87,9.75
1739811600,2025-02-17 17:00:00,5,1482.01,0.33,69.23,16.27,34.81,145.65,162.35,8.36
1739815200,2025-02-17 18:00:00,5,1468.66,0.57,70.6,11.98,34.81,162.06,178.22,8.11
